name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"GJ 1132 b";"Confirmed";0.00522;0.1035;"Warm";1.628931;0.0154;"GJ 1132";12.04;3270.0;0.207;580.0;13.5;9.2450000;8.3220000;0.19;34.1894;10.1573;;"11/22/23";"JWST-MIRI";2408.13340;"[]";;"No";"Results consistent with no significant atmosphere"
"GJ 1132 b";"Confirmed";0.00522;0.1035;"Warm";1.628931;0.0154;"GJ 1132";12.04;3270.0;0.207;580.0;13.5;9.2450000;8.3220000;0.19;34.1894;10.1573;;"11/22/23";"JWST-NIRSpec";2310.10711;"{"HCN":"No detection"}";;"No";"Inconsistent results among the two transits observed"
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"JWST-NIRSpec";2410.10186;"{"CO2":"Upper limit","Featureless spectra":"Detection"}";;"No";"MIRI flat spectrum, but signal of CO2 in NIRISpec. Data can be explained with high metalicity and hazes."
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B:Low resolution IR";"2020AJ....160..258K";"{"He":"No detection"}";0;"No";"Non-detection above the noise level using Keck/NIRSPEC with a resolving power of R =25000"
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B:Low resolution IR";"2020RNAAS...4..231P";"{"He":"Upper limit"}";0;"No";"Upper limit = 0.38 +/- 0.44%. Using archival data from VLT/X-Shooter with a spectral resolution of R=2600."
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B:Low resolution IR";"2019RNAAS...3...24C";"{"He":"Upper limit"}";0;"No";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B: Low resolution visible";"2012A&A...544A..41M";"{"H":"Upper limit"}";;"No";"The planet radius observed at Halpha is slightly larger, but not significant"
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B: High resolution IR";2201.11120;"{"He":"Detection"}";0;"No";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"JWST-MIRI";2305.06240;"{"Featureless spectra":"Detection"}";0.51;"Yes";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"HST WFC3";"2012ApJ...747...35B";"{"Featureless spectra":"Detection"}";;"No";"Flat transmission spectra from 1.1 to 1.7 μm"
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B: High resolution IR";2406.09225;"{"He":"Upper limit"}";;"No";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B: High resolution IR";2307.05580;"{"He":"Upper limit"}";;"No";"3sigma upper limit of <2.92% with SPIRou."
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B: High resolution IR";2209.03502;"{"He":"Upper limit"}";;"No";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"G-B: Low resolution visible";"2010Natur.468..669B";"{"Featureless spectra":"Detection"}";;"No";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"HST WFC3";"2014Natur.505...69K";"{"Featureless spectra":"Detection"}";;"No";
"GJ 1214 b";"Confirmed";0.02571;0.24463;"Warm";1.580404497;0.01411;"GJ 1214";13.0;3026.0;0.216;5.67000000000e+02;14.71;9.7500000;8.7820000;1.26;432.4873;43.5007;;"9/9/22";"JWST-NIRSpec";2410.10183;"{"CO2":"Upper limit","CH4":"Upper limit"}";;"No";
"GJ 1252 b";"Confirmed";0.00415;0.1053;"Hot";0.5182349;0.00916;"GJ 1252";20.38;3458.0;0.391;997.0;12.0;8.6970000;7.9150000;0.19;28.0823;13.3663;;"8/22/22";"Spitzer";2208.09479;"{"Featureless spectra":"Detection"}";;"No";"No atmosphere detection.surface pressure <10 bar"
"GJ 341 b";"Confirmed";0.00227;0.0821;"Warm";7.576863;0.0608;"GJ 341";10.454;3745.0;0.525;540.0;9.465;6.442;5.587;0.19;20.6506;2.3252;"TOI-741.01, TOI-741 b";"6/13/24";"JWST-NIRCam";"2024AJ....167...90K";"{"Featureless spectra":"Detection"}";;"No";"No evidence for atmospheric signals from 3 visits reduced with 3 different pipelines."
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: High resolution IR";2404.06648;"{"H2O":"Upper limit"}";;"No";"No evidence of water in the CARMENES dataset"
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: High resolution IR";2004.12812;"{"He":"Detection"}";0;"No";
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: High resolution IR";1910.02070;"{"He":"Detection"}";;"No";"With the Habitable-zone Planet Finder (HPF) spectrograph"
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"JWST-NIRCam";2406.04450;"{"H2O":"Detection","CO":"Detection","CH4":"Detection","SO2":"Detection"}";;"No";
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: High resolution IR";2406.09225;"{"He":"Upper limit"}";;"No";"Tentative detection"
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: High resolution IR";2307.05580;"{"He":"No detection"}";;"No";"3sigma upper limit of <0.63% with SPIRou, not fully consistent with previous detections."
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: Low resolution visible";"2013A&A...559A..32N";"{"Rayleigh Scattering":"Detection"}";0;"No";
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"G-B: High resolution IR";2403.00608;"{"He":"Detection"}";;"No";"Detection of He absorption (1.75±0.39%) and evidence of variability with GIANO-B"
"GJ 3470 b";"Confirmed";0.0437;0.38826;"Warm";3.336649;0.03557;"GJ 3470";30.7;3652.0;0.48;590.0;12.3;8.7940000;7.9890000;1.15;303.8464;28.3126;;"7/20/24";"HST STIS";1812.05119;"{"H":"Detection"}";;"No";"Ly-alpha detection in three transits"
"GJ 367 b";"Confirmed";0.001718;0.0526;"Hot Sub-earth";0.3219225;0.0069;"GJ 367";9.41;3522.0;0.457;1365.0;10.0;;;0.19;;;"TOI-731 b";"3/24/24";"JWST-MIRI";2401.01400;"{"Featureless spectra":"Detection"}";;"No";"GJ 367b is a dark, hot, airless sub-Earth"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution IR";1812.03119;"{"He":"Upper limit"}";;"No";"He analysis in the appendix"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution visible";1612.05945;"{"H":"No detection"}";;"No";"Non detection of Halpha line"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"HST STIS";"2015Natur.522..459E";"{"H":"Detection"}";;"No";"Ly-alpha detection"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution IR";2406.09225;"{"He":"Upper limit"}";;"No";
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"HST STIS";1403.6834;"{"H":"Detection"}";0;"No";"Lyman alpha detection"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution IR";2407.06707;"{"H2O":"Upper limit","CO":"Upper limit","CH4":"Upper limit"}";;"No";"No transmission signals detected with CRIRES+"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution IR";2403.00608;"{"He":"Upper limit"}";;"No";"Non detection of He with GIANO-B"
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution IR";"2020AJ....160..228K";"{"FeH":"Upper limit"}";0;"No";
"GJ 436 b";"Confirmed";0.05836;0.32519;"Warm";2.64394;0.02887;"GJ 436";10.2;3684.0;0.464;580.0;10.68;6.9000000;6.0730000;1.28;374.454;48.1364;;"6/4/24";"G-B: High resolution visible";2412.04330;"{"Na":"Upper limit"}";;"No";
"GJ 486 b";"Confirmed";0.00887;0.11643;"Warm";1.467119;0.01734;"GJ 486";8.0761;3340.0;0.328;700.0;11.4;7.1950000;6.3620000;0.19;35.3896;21.3042;;"5/2/23";"G-B: High resolution IR";2212.11816;"{"Featureless spectra":"Detection"}";;"No";
"GJ 486 b";"Confirmed";0.00887;0.11643;"Warm";1.467119;0.01734;"GJ 486";8.0761;3340.0;0.328;700.0;11.4;7.1950000;6.3620000;0.19;35.3896;21.3042;;"5/2/23";"JWST-NIRSpec";2305.00868;"{"H2O":"Upper limit"}";;"No";"A water-Rich Atmosphere or Stellar Contamination ?"
"GJ 486 b";"Confirmed";0.00887;0.11643;"Warm";1.467119;0.01734;"GJ 486";8.0761;3340.0;0.328;700.0;11.4;7.1950000;6.3620000;0.19;35.3896;21.3042;;"5/2/23";"G-B: High resolution IR";2406.09225;"{"He":"Upper limit"}";;"No";
"GJ 486 b";"Confirmed";0.00887;0.11643;"Warm";1.467119;0.01734;"GJ 486";8.0761;3340.0;0.328;700.0;11.4;7.1950000;6.3620000;0.19;35.3896;21.3042;;"5/2/23";"JWST-MIRI";2408.15123;"[]";;"No";"Results are compatible with no or thin atmosphere"
"GJ 9827 b";"Confirmed";0.01532;0.13641;"Hot";1.2089765;0.01866;"GJ 9827";30.3;4255.0;0.651;1043.5;10.4;7.9840000;7.1930000;1.26;57.5017;9.5333;"K2-135 b";"12/10/23";"G-B: High resolution IR";2101.06277;"{"He":"Upper limit","H":"Upper limit"}";;"No";"Non detections of Ly-a, Ha and He. No evidence for an extended H/He upper atmosphere with HST and CARMENES observations."
"GJ 9827 b";"Confirmed";0.01532;0.13641;"Hot";1.2089765;0.01866;"GJ 9827";30.3;4255.0;0.651;1043.5;10.4;7.9840000;7.1930000;1.26;57.5017;9.5333;"K2-135 b";"12/10/23";"G-B: High resolution IR";2302.01479;"{"He":"Upper limit"}";;"No";
"GJ 9827 d";"Confirmed";0.01076;0.17441;"Warm";6.20183;0.0555;"GJ 9827";30.3;4255.0;0.651;604.9;10.4;7.9840000;7.1930000;1.26;99.196;3.9901;"K2-135 d";"12/10/23";"G-B:Low resolution IR";"2020AJ....160..258K";"{"He":"No detection"}";0;"No";"Non detection above the noise level using Keck/NIRSPEC with a resolving power of R = 25000"
"GJ 9827 d";"Confirmed";0.01076;0.17441;"Warm";6.20183;0.0555;"GJ 9827";30.3;4255.0;0.651;604.9;10.4;7.9840000;7.1930000;1.26;99.196;3.9901;"K2-135 d";"12/10/23";"G-B: High resolution IR";2302.01479;"{"He":"Upper limit"}";;"No";
"GJ 9827 d";"Confirmed";0.01076;0.17441;"Warm";6.20183;0.0555;"GJ 9827";30.3;4255.0;0.651;604.9;10.4;7.9840000;7.1930000;1.26;99.196;3.9901;"K2-135 d";"12/10/23";"G-B: High resolution IR";2101.06277;"{"H":"No detection","He":"No detection"}";0;"No";"Non detections of Ly-a, Ha and He. No evidence for an extended H/He upper atmosphere with HST and CARMENES observations."
"GJ 9827 d";"Confirmed";0.01076;0.17441;"Warm";6.20183;0.0555;"GJ 9827";30.3;4255.0;0.651;604.9;10.4;7.9840000;7.1930000;1.26;99.196;3.9901;"K2-135 d";"12/10/23";"HST WFC3";2309.10845;"{"H2O":"Detection"}";;"No";
"GJ 9827 d";"Confirmed";0.01076;0.17441;"Warm";6.20183;0.0555;"GJ 9827";30.3;4255.0;0.651;604.9;10.4;7.9840000;7.1930000;1.26;99.196;3.9901;"K2-135 d";"12/10/23";"JWST-NIRISS";2410.03527;"{"H2O":"Detection","He":"Upper limit","Molecular ratios: C\/O, etc...":"Detection"}";;"No";""Water world " atmosphere inferred"
"GQ Lup b";"Confirmed";0.013;1.8;"UltraHot Jupiter";;32.0;"GQ Lup";140.0;;;2.65000000000e+03;11.4;8.6050000;7.0960000;1.15;;;;"7/7/22";"G-B: High resolution IR";"2025A&A...693A.298G";"{"CO":"Detection","Isotopic fractions":"Detection","Molecular ratios: C\/O, etc...":"Detection"}";;"No";"CRIRES+ K-band spectrum. Similar carbon isotope ratios for the companion and the host star."
"HAT-P-1 b";"Confirmed";0.525;1.319;"Hot Jupiter";4.46529976;0.05561;"HAT-P-1";139.0;5980.0;1.174;1322.0;10.4;9.1560000;8.8580000;1.15;314.3897;133.2222;;"7/27/22";"HST WFC3";1308.2106;"{"H2O":"Detection"}";0;"No";
"HAT-P-1 b";"Confirmed";0.525;1.319;"Hot Jupiter";4.46529976;0.05561;"HAT-P-1";139.0;5980.0;1.174;1322.0;10.4;9.1560000;8.8580000;1.15;314.3897;133.2222;;"7/27/22";"HST STIS";1310.0083;"{"Na":"Detection"}";0;"No";
"HAT-P-1 b";"Confirmed";0.525;1.319;"Hot Jupiter";4.46529976;0.05561;"HAT-P-1";139.0;5980.0;1.174;1322.0;10.4;9.1560000;8.8580000;1.15;314.3897;133.2222;;"7/27/22";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HAT-P-1 b";"Confirmed";0.525;1.319;"Hot Jupiter";4.46529976;0.05561;"HAT-P-1";139.0;5980.0;1.174;1322.0;10.4;9.1560000;8.8580000;1.15;314.3897;133.2222;;"7/27/22";"G-B: Low resolution visible";2207.12563;"{"K":"Detection","Na":"Detection"}";;"No";"Tentative evidence for H2O. Subsolar abundances for Na, K, and C, and subsolar-to-solar for O"
"HAT-P-10 A b";"Confirmed";0.46;1.045;"Hot Jupiter";3.722469;0.0439;"HAT-P-10 A";125.0;4980.0;0.81;1031.5090606215;11.89;;;1.15;;;"WASP-11 b, HAT-P-10 b";"12/13/19";"G-B: High resolution IR";2307.05580;"{"He":"Upper limit"}";;"No";"3sigma upper limit of <1.56 % with SPIRou"
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"G-B: High resolution IR";"2018Sci...362.1384A";"{"He":"Detection"}";0;"No";"Using transit observations with CARMENES"
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"G-B: High resolution IR";2406.09225;"{"He":"Detection"}";;"No";
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"G-B: High resolution IR";2307.05580;"{"He":"Detection"}";;"No";"Excess absorption detection of 0.76 ± 0.07 % with SPIRou."
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"HST STIS";2211.05155;"{"H":"Detection","C+":"Detection"}";;"No";"Ly-alpha and C+ detection"
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"G-B: High resolution IR";2403.00608;"{"He":"Detection"}";;"No";"Confirmation of He detection with GIANO-B (1.36±0.17%)"
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"G-B: High resolution IR";2403.01527;"{"H2O":"Detection","NH3":"Detection","CO2":"Upper limit","CH4":"Upper limit","HCN":"Upper limit"}";;"No";"Observations with GIANO-B. Detection of H2O and NH3, and tentative signals of CO2 and CH4"
"HAT-P-11 b";"Confirmed";0.0736;0.389;"Warm";4.887802443;0.053;"HAT-P-11";37.89;4780.0;0.683;750.0;9.59;7.6080000;7.0090000;1.15;196.693;31.097;;"7/7/22";"HST WFC3";"2018ApJ...868L..34M";"{"He":"Detection"}";0;"No";
"HAT-P-12 b";"Confirmed";0.210489884529;0.949;"Hot Jupiter";3.2130598;0.0384;"HAT-P-12";142.5;4650.0;0.7;965.0;12.84;10.7940000;10.1080000;1.15;282.0309;79.2398;;"3/1/24";"G-B: Low resolution visible";2109.11235;"{"H2O":"Upper limit","CH4":"Upper limit","NH3":"Upper limit"}";0;"No";"Transmission spectrum affected y stellar activity"
"HAT-P-12 b";"Confirmed";0.210489884529;0.949;"Hot Jupiter";3.2130598;0.0384;"HAT-P-12";142.5;4650.0;0.7;965.0;12.84;10.7940000;10.1080000;1.15;282.0309;79.2398;;"3/1/24";"HST STIS";2004.03551;"{"H2O":"Detection"}";0;"No";
"HAT-P-12 b";"Confirmed";0.210489884529;0.949;"Hot Jupiter";3.2130598;0.0384;"HAT-P-12";142.5;4650.0;0.7;965.0;12.84;10.7940000;10.1080000;1.15;282.0309;79.2398;;"3/1/24";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HAT-P-13 b";"Confirmed";0.9;1.44;"Hot Jupiter";2.916415;0.045;"HAT-P-13";214.0;5638.0;1.56;1700.0;10.62;9.3280000;8.9750000;1.15;160.562;139.8339;;"8/5/24";"Spitzer";"2016ApJ...821...26B";"[]";;"No";"The measured secondary eclipse depths best match atmospheric model with dayside temperature inversions"
"HAT-P-13 b";"Confirmed";0.9;1.44;"Hot Jupiter";2.916415;0.045;"HAT-P-13";214.0;5638.0;1.56;1700.0;10.62;9.3280000;8.9750000;1.15;160.562;139.8339;;"8/5/24";"Spitzer";"2017ApJ...836..143H";"[]";;"No";"Results are non-uniquely consistent with solar-abundance composition without any thermal inversion"
"HAT-P-14 b";"Confirmed";2.444;1.01;"Hot Jupiter";4.627686;0.0606;"HAT-P-14";205.0;6600.0;1.468;1566.4051642366;9.98;9.0940000;8.8510000;1.15;23.6436;59.9109;"WASP-27 b";"9/24/21";"JWST-NIRSpec";2211.01459;"{"Featureless spectra":"Detection"}";;"No";"Featureless spectra from 3-5 microns. R=100, median uncertainties of 50-60 ppm."
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"G-B:Low resolution IR";2204.11865;"{"He":"Detection"}";;"No";"Narrow band photometry with Palomar/WIRC. Excess depth is 0.70±0.16%"
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"G-B:Low resolution IR";"2021ApJ...909L..10P";"{"He":"Detection"}";0;"No";"Using ultra-narrow band photometry"
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"JWST-NIRISS";2211.13761;"{"He":"Detection","H2O":"Detection"}";;"No";
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"G-B: Low resolution visible";2305.19441;"{"Featureless spectra":"Detection"}";;"No";
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"JWST-NIRISS";2310.14950;"{"He":"Detection","H2O":"Detection","CO2":"Detection","Cloudy":"Detection","CH4":"No detection"}";;"No";"Also contains HST/WFC3 and Spitzer/IRAC transit observations"
"HAT-P-18 b";"Confirmed";0.183;0.947;"Hot Jupiter";5.508029;0.0559;"HAT-P-18";166.0;4870.0;0.717;841.0;12.76;10.8220000;10.2340000;1.15;264.3349;49.1418;"HAT-18b";"7/7/22";"G-B: Low resolution visible";"2017MNRAS.468.3907K";"{"Rayleigh Scattering":"Detection"}";0;"No";"Rayleigh Scattering detection in HAT-P-18b.No Na/K detected."
"HAT-P-19 b";"Confirmed";0.292;1.132;"Hot Jupiter";4.008784;0.0466;"HAT-P-19";215.0;4990.0;0.82;9.81200000000e+02;12.9;11.0950000;10.5460000;1.15;222.579;63.8947;;"8/26/15";"Spitzer";"2015ApJ...810..118K";"[]";;"No";
"HAT-P-19 b";"Confirmed";0.292;1.132;"Hot Jupiter";4.008784;0.0466;"HAT-P-19";215.0;4990.0;0.82;9.81200000000e+02;12.9;11.0950000;10.5460000;1.15;222.579;63.8947;;"8/26/15";"G-B: Low resolution visible";"2015A&A...580A..60M";"{"Featureless spectra":"Detection"}";;"No";
"HAT-P-2 b";"Confirmed";8.74;0.951;"Hot Jupiter";5.6334729;0.0674;"HAT-P-2";118.0;6414.0;1.54;1478.4029578371;8.71;7.7960000;7.6030000;1.15;8.6056;80.4223;;"9/20/12";"G-B: High resolution visible";"2012ApJ...751...86J";"{"H":"Upper limit"}";;"No";"H-alpha upper limit"
"HAT-P-2 b";"Confirmed";8.74;0.951;"Hot Jupiter";5.6334729;0.0674;"HAT-P-2";118.0;6414.0;1.54;1478.4029578371;8.71;7.7960000;7.6030000;1.15;8.6056;80.4223;;"9/20/12";"HST WFC3";2410.11643;"{"Featureless spectra":"Detection"}";;"Yes";
"HAT-P-23 b";"Confirmed";2.09;1.368;"UltraHot Jupiter";1.212884;0.0232;"HAT-P-23";393.0;5924.0;1.29;2.05600000000e+03;11.94;11.1030000;10.7910000;1.15;46.2971;101.1017;;"5/19/11";"Spitzer";2408.13308;"[]";0.37;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"HAT-P-23 b";"Confirmed";2.09;1.368;"UltraHot Jupiter";1.212884;0.0232;"HAT-P-23";393.0;5924.0;1.29;2.05600000000e+03;11.94;11.1030000;10.7910000;1.15;46.2971;101.1017;;"5/19/11";"G-B: Low resolution visible";"2015A&A...577A..54C";"{"Featureless spectra":"Detection"}";;"No";"Photometric data on different filters"
"HAT-P-26 b";"Confirmed";0.0585;0.57;"Warm";4.234502;0.0479;"HAT-P-26";134.0;5079.0;0.788;590.0;11.74;10.0800000;9.5810000;1.15;147.3894;7.2246;"TOI-5632.01";"8/6/24";"G-B:Low resolution IR";2204.11865;"{"He":"Detection"}";;"No";"Narrow band photometry with Palomar/WIRC. 3.1σ detection, excess depth of 0.31±0.10% at mid-transit."
"HAT-P-26 b";"Confirmed";0.0585;0.57;"Warm";4.234502;0.0479;"HAT-P-26";134.0;5079.0;0.788;590.0;11.74;10.0800000;9.5810000;1.15;147.3894;7.2246;"TOI-5632.01";"8/6/24";"HST WFC3";2303.03610;"{"H2O":"Detection","TiO":"Detection"}";;"No";
