,P_NAME,P_RADIUS,P_TEMP_EQUIL,P_ESCAPE,P_ECCENTRICITY,S_DISTANCE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_ESI,S_TEMPERATURE,S_AGE,P_GRAVITY,P_DENSITY
1204,Kepler-705 b,2.11,238.28995,1.5546902,0,276.881,0.041209752,0.16551654,0.42479802,0.73073671,3722,3.89,1.1455268,0.54290371
1205,Kepler-1646 b,1.23,532.33951,1.2878418,0,127.591,0.016595869,0.10560668,0.27675428,0.35919284,3299,4.68,1.3484037,1.0962632
1206,Kepler-1073 b,2.3,892.69226,1.6016296,0,809.897,0.97723722,0.74125034,1.7457162,0.24866394,5792,3.72,1.1153119,0.48491822
1207,Kepler-1920 b,2.954,596.9879,1.7483913,0,885.913,1.2589254,0.8168852,1.9031972,0.25167673,6277,,1.0348247,0.35031302
1208,Kepler-1539 b,2.7,288.78076,1.6942167,0,748.326,0.374973,0.47545523,1.1418023,0.63157494,5176,4.79,1.0631001,0.39374079
1209,Kepler-742 b,3.24,627.06598,1.8087578,0,489.253,0.2032357,0.35863201,0.88032921,0.23323448,4642,2.57,1.0097546,0.31165266
1210,Kepler-452 b,1.63,261.41702,1.4207058,0,551.727,1.2133889,0.82771031,1.9511557,0.8267185,5757,6,1.2382852,0.75968418
1211,Kepler-654 b,2.07,994.87293,1.5448215,0,974.124,2.8973436,1.2707168,2.9870513,0.25688881,5865,5.37,1.1528857,0.55694962
1212,Kepler-1448 b,1.61,752.67393,1.4142136,0,768.903,0.85310011,0.69332228,1.6336196,0.29166057,5774,3.55,1.242236,0.77157517
1213,Kepler-79 b,3.47,906.77737,1.772346,0.015,1020.72,2.1978599,1.0861008,2.5354076,0.19977084,6174,3.44,0.90524795,0.26087837
1214,Kepler-150 c,3.69,859.38601,1.8913582,0,891.092,0.6902398,0.63158338,1.4972532,0.19422048,5560,4.57,0.96944059,0.26272103
1215,Kepler-1451 b,3.35,518.96334,1.8284648,0,1058.72,0.76032628,0.65422371,1.5411671,0.26365515,5782,4.17,0.9979951,0.29790898
1216,Kepler-243 b,2.45,825.37985,1.6375691,0,693.86,0.42364297,0.50400254,1.2080632,0.24468596,5228,3.5,1.0945439,0.44675263
1217,Kepler-623 b,3.01,725.88993,1.7596436,0,737.702,0.48083935,0.53068525,1.2626886,0.22786738,5443,4.47,1.0286862,0.34175622
1218,Kepler-1592 b,1.54,1705.3743,1.3933982,0,1639.47,3.2136605,1.3102119,3.0562361,0.27777824,6213,2.69,1.2607522,0.81867028
1219,Kepler-438 b,1.12,286.26696,1.1417405,0.03,195.94287,0.043954162,0.170867,0.43795989,0.83283844,3748,4.4,1.1639031,1.0391992
1220,Kepler-354 c,1.31,498.02459,1.3163679,0,554.064,0.19319683,0.34958104,0.85788183,0.37623851,4648,5.25,1.3227667,1.0097456
1221,Kepler-460 c,5.52,433.86235,2.1744565,0,1274.01,4.3752211,1.5350063,3.5853615,0.25809777,6146,3.16,0.856569,0.15517554
1222,Kepler-207 d,3.31,1328.4501,1.8229819,0,875.519,3.4197944,1.3759337,3.2300089,0.19941826,5920,4.17,1.0040069,0.30332535
1223,Kepler-25 b,2.748,1264.8208,1.7793085,0.0029,243.249,2.9308932,1.2596462,2.9448186,0.22187659,6103,4.65,1.1520884,0.41924613
1224,Kepler-249 b,1.09,575.85837,1.1004586,0,190.401,0.031988951,0.1461572,0.37800381,0.34434494,3568,3.09,1.1110176,1.0192822
1225,Kepler-125 c,0.74,525.18779,0.66779184,0,183.365,0.046989411,0.1764811,0.45094797,0.3583096,3810,13.5,0.60262966,0.8143644
1226,7 CMa b,13.4,354.19503,6.6241615,0.06,19.8101,11.561122,2.6844795,6.5369572,0.26636555,4826,4.3,3.2745907,0.24437244
1227,HD 164509 b,14.3,291.59417,3.1378436,0.238,53.1119,1.3182567,0.8574459,2.0158868,0.35335926,5859,2.32,0.68853582,0.048149358
1228,CoRoT-7 b,1.681,1653.5639,1.5572765,0,159.906,0.51404365,0.55379532,1.3251895,0.27120979,5275,1.8,1.4426592,0.85821485
1229,Kepler-574 b,2.39,837.58822,1.6235711,0,682.896,0.61094202,0.59239888,1.4021784,0.24684732,5612,4.17,1.1029219,0.46147358
1230,BD-210397 b,14,95.137049,3.9096949,0.1,23.7324,0.13489629,0.29755521,0.75122992,0.084660225,4051,6.2,1.0918367,0.077988338
1231,GJ 9404 b,3.48,459.04947,1.8491999,0.49,23.8839,0.1,0.25744858,0.65780474,0.27910509,3811,,0.9826265,0.28236394
1232,Kepler-146 c,3.13,459.77888,1.7838466,0,716.797,1.4060475,0.88075863,2.0662006,0.31036965,5948,2.7,1.0166481,0.32480771
1233,TOI-1807 b,1.258,1921.1961,1.4293094,0,42.5775,0.21330449,0.36571109,0.89317412,0.28872659,4757,0.18,1.623947,1.2908958
1234,TOI-1411 b,1.36,1010.9642,1.3339459,,32.4778,0.13121999,0.29184457,0.72908302,0.29032656,4266,,1.308391,0.96205221
1235,HATS-55 b,14.022,1248.6495,4.5690118,0.092,609.838,1.6943378,0.95129499,2.2189738,0.066033248,6214,0.4,1.4887939,0.10617558
1236,Kepler-210 b,2.94,899.03111,1.7457431,0,232.75,0.15885467,0.31805764,0.78366782,0.21993962,4559,1.78,1.0366051,0.35258677
1237,K2-26 b,2.67,386.37781,1.6882498,,99.0504,0.048977882,0.18025515,0.46116836,0.42017375,3785,1,1.0674859,0.39980744
1238,Kepler-107 c,1.597,1275.1054,2.5023471,0.08,525.997,2.3120648,1.1358953,2.6708683,0.27663158,5854,4.29,3.9209397,2.4551908
1239,WASP-12 b,21.712,2358.0415,4.63091,0.0447,427.246,3.9536662,1.4404564,3.3510926,0.043158281,6360,2,0.98771774,0.04549179
1240,LHS 1678 b,0.685,793.93416,0.7148069,0.033,19.8782,0.014487719,0.098458909,0.25562767,0.29520568,3490,7,0.74591081,1.0889209
1241,LHS 1678 c,0.941,488.69121,1.2197454,0.039,19.8782,0.014487719,0.098458909,0.25562767,0.38964985,3490,7,1.5810616,1.680193
1242,TOI-1994 b,13.675,2064.7159,22.663596,0.341,515.603,16.710906,2.8346811,6.5326727,0.06588109,7700,0.94,37.560409,2.7466478
1243,TOI-4515 b,12.17,638.30668,7.234765,0.461,193.499,0.58076442,0.58355456,1.3889346,0.095083692,5433,1.2,4.3008894,0.35340094
1244,LHS 1678 d,0.981,441.85983,0.96154395,0.036,19.8782,0.014487719,0.098458909,0.25562767,0.43342078,3490,7,0.94247377,0.96072759
1245,HIP 99770 b,12.2,119.10525,20.479973,0.25,40.0765,13.867558,2.5822852,5.951013,0.12306223,8000,0.264,34.37945,2.8179877
1246,KMT-2021-BLG-2478L b,13.9,,4.5363882,,2970,,,,,,,1.4804905,0.10651011
1247,Kepler-762 b,12.68,1377.7685,2.9068214,0,1898.26,2.0796967,1.0714274,2.5137351,0.071476283,5944,3.8,0.66637306,0.05255308
1248,K2-330 b,2.77,965.86327,1.7100257,,160.125,2.9991625,1.2642751,2.9480093,0.22499765,6232,,1.0556634,0.38110593
1249,HD 17674 b,13.9,240.295,4.4601521,0.13,44.4264,1.6032454,0.94301854,2.214599,0.38289124,5904,8.4,1.431148,0.10296029
1250,HD 177830 c,7.87,524.19292,2.4611982,0.3,62.7674,4.8417237,1.7276411,4.1855806,0.1597733,4949,4.4,0.76969464,0.097801098
1251,HD 179079 b,5.48,909.75647,2.1674529,0.049,69.7116,2.3988329,1.1715107,2.770159,0.14743661,5646,6.99,0.8572723,0.15643655
1252,bet Pic b,18.495,139.20451,14.197101,0.106,19.7442,8.9742879,2.0773239,4.7873028,0.13324067,8038.68,0.017,10.897955,0.58923792
1253,HD 175167 b,12.7,213.97618,12.666522,0.528,71.0863,2.8575905,1.2794628,3.026387,0.37545603,5635,,12.633132,0.99473483
1254,HD 72659 c,12.1,84.614986,22.225518,0.091,51.8949,2.3768403,1.1462523,2.6900551,0.086176143,5932,7.32,40.824268,3.3739064
1255,HD 13724 c,8.18,349.10445,2.4933297,0.651,43.465,1.1350108,0.79676394,1.8743479,0.2673027,5835.31,,0.75998694,0.092907939
1256,HD 142 b,13.7,327.80063,5.3829121,0.158,26.1853,2.9785164,1.2589254,2.9348136,0.30357412,6245,3.12,2.1150177,0.15438086
1257,HD 151450 c,12.8,77.31143,11.306043,0.138,43.6002,1.7021585,0.9605956,2.246218,0.078775909,6091.98,,9.9864541,0.78019173
1258,HD 32963 b,13.4,143.08343,7.0069518,0.07,38.0786,1.1587774,0.81032291,1.9117275,0.15999731,5727,4.99,3.6639831,0.27343157
1259,Kepler-247 d,3.94,533.99316,1.9315705,0,663.711,0.37844258,0.47949746,1.154801,0.2361517,5100,0.8,0.9469453,0.24034145
1260,Kepler-55 b,2.43,411.37872,4.2065988,0,578.796,0.17258379,0.33373648,0.82990145,0.39717959,4362,2.34,7.2820878,2.9967439
1261,HD 185269 b,13.8,1364.3023,4.8230147,0.229,51.9917,4.9431069,1.6539341,3.882335,0.066369515,5923,4,1.6856138,0.12214593
1262,Kepler-33 f,4.46,696.80415,1.4671286,0,1209.16,3.5974934,1.4126033,3.3173791,0.18372528,5904,4.27,0.48261578,0.10820982
1263,HR 2562 b,12.442,76.754119,27.682989,,34.0071,3.3962527,1.3032613,3.0140152,0.080181139,6785,0.6,61.593623,4.95046
1264,Kepler-1891 b,1.521,1025.461,1.3879352,0,596.24,0.58748935,0.58416191,1.3867091,0.28320419,5516,3.7,1.2665117,0.83268354
1265,Kepler-1753 b,2.227,537.45587,1.5843305,0,707.688,0.27542287,0.40739898,0.97822128,0.30659205,5180,6.2,1.1271232,0.50611727
1266,TOI-1260 d,3.12,457.10673,1.9480431,0,73.5977,0.12912193,0.28981995,0.72539684,0.31303266,4227,6.7,1.2163051,0.38984137
1267,Ross 458 c,14.011,3.6383407,11.666444,,11.5094,0.050350061,0.18213365,0.46178934,0.064243554,3965.42,0.5,9.7142186,0.693328
1268,OGLE-2016-BLG-0613L AB b,13,,10.114727,,3410,,,,,,,7.8698225,0.60537096
1269,HD 10180 c,3.68,1110.9848,1.8867386,0.073,38.9607,1.4893611,0.90852178,2.1332227,0.18852746,5911,4.3,0.96733223,0.26286202
1270,GJ 3512 c,9.32,44.612788,2.6115804,0.0183,9.48637,0.0015703628,0.032556751,0.086204901,0.092750222,3081,5.5,0.73179742,0.078519036
1271,Kepler-1937 b,3.023,935.60786,1.7624375,0,905.069,1.61808,0.91624232,2.1281905,0.21542256,6457,,1.0275177,0.33989999
1272,HD 206255 b,6.47,544.2428,2.2991162,0.23,75.2363,4.4874539,1.6033475,3.7924902,0.1730362,5635,,0.81699151,0.1262738
1273,HD 113538 b,13.2,125.12787,2.944049,0.14,16.2817,0.089949758,0.24015384,0.59437811,0.126086,4462,4.3,0.65662305,0.04974417
1274,HD 11964 b,14.1,186.621,3.7473395,0.041,33.5369,2.8773984,1.3082637,3.1275039,0.27278078,5303,7.45,0.99592576,0.070633033
1275,HD 20781 c,2.17,672.22168,1.5672336,0.09,35.9715,0.48977882,0.54111487,1.2957184,0.27284997,5256,,1.1318992,0.52161252
1276,K2-97 b,10.61,1469.838,3.7919305,0.22,878.43,8.2985077,2.284834,5.5899618,0.0830286,4717,7.8,1.3552061,0.12772914
1277,Kepler-672 b,2.5,513.53666,1.6492423,0,1033.93,0.77268059,0.66562859,1.5748166,0.30417664,5627,4.07,1.088,0.4352
1278,HD 125595 b,2.4,631.4002,1.6274469,0,28.1989,0.24154608,0.39022102,0.95578722,0.26891624,4691,3.53,1.1035764,0.4598235
1279,TOI-1860 b,1.31,1688.6305,1.3163679,,45.864,0.80352612,0.67376514,1.5884761,0.28727991,5752,0.133,1.3227667,1.0097456
1280,Kepler-428 b,12.11,975.04522,5.7732405,0.22,686.284,0.40738028,0.49623702,1.1928611,0.077946742,5150,5,2.7522961,0.22727466
1281,Kepler-619 b,3.16,1007.1151,1.7877926,0,900.678,0.91201084,0.70796118,1.6595866,0.2083687,5980,3.47,1.0114565,0.32008117
1282,Kepler-619 c,1.69,1659.6192,1.439099,0,900.678,0.91201084,0.70796118,1.6595866,0.27076164,5980,3.47,1.2254473,0.72511674
1283,Kepler-68 c,0.979,968.87733,1.1523392,0.099,144.166,1.7021585,0.97504001,2.2930503,0.29952999,5847,6.84,1.3563694,1.3854641
1284,Kepler-718 b,16.56,1533.4576,50.120627,0,1302.33,1.3614447,0.85392831,1.9927505,0.056034967,6191,2.57,151.69549,9.1603556
1285,HD 133131 A b,13.6,208.74814,5.7606589,0.33,51.4736,0.96161228,0.73499057,1.7306556,0.34380867,5799,9.7,2.4400876,0.1794182
1286,HD 212771 b,13.3,462.56121,7.5573681,0.076,111.155,15.417005,3.0750129,7.433756,0.15371773,5003,6,4.2942716,0.32287756
1287,K2-279 b,1.21,874.60571,1.2596733,,182.983,0.62373484,0.60045579,1.4235476,0.29976742,5558,,1.3113858,1.0837899
1288,HD 141399 e,14.1,127.34909,3.8570907,0.26,37.0169,1.5885467,0.95591495,2.2634055,0.12795572,5600,,1.0551169,0.074830989
1289,HD 147018 b,13.4,471.77579,7.0921441,0.4686,40.4256,0.71121351,0.64548471,1.5359368,0.13558511,5441,6.36,3.75362,0.28012089
1290,HD 1502 b,13.2,418.35401,8.1372344,0.031,190.953,11.587774,2.6729691,6.4763653,0.18963924,4947,2.4,5.0162563,0.38001942
1291,Kepler-1649 c,1.06,268.05713,1.0639904,0,92.1913,0.0051641637,0.058946084,0.15491324,0.9252979,3240,,1.0679957,1.0075431
1292,HD 155358 b,13.8,380.52999,4.7750233,0.17,43.6197,1.9906733,1.0507365,2.4675053,0.22572555,5905,10.7,1.6522353,0.1197272
1293,K2-204 b,3.046,1096.5445,1.7669543,,577.235,1.7906059,1.005612,2.3706498,0.21128785,5755,,1.0249926,0.33650446
1294,K2-215 b,2.124,887.18851,1.5586464,,403.964,0.9418896,0.73156636,1.7270219,0.25749435,5704,,1.1437752,0.53850057
1295,Kepler-450 c,2.62,963.04118,2.1842601,0.02,455.982,3.5809644,1.3843874,3.2302509,0.23159852,6197.21,3.02,1.8209895,0.69503414
1296,K2-2016-BLG-0005L b,13.7,,5.0516403,,5200,,,,,,,1.8627058,0.13596393
1297,Kepler-197 d,1.22,839.07696,1.2739509,0.03,330.575,1.6672472,0.9558139,2.239365,0.30127592,6004,5.37,1.3302876,1.0903996
1298,Kepler-93 b,1.478,1036.829,1.7756434,0,95.9115,0.78342964,0.66858416,1.579895,0.28489884,5669,6.6,2.1332269,1.4433199
1299,NGTS-18 b,13.563,1405.9203,3.0958516,0,1096.19,1.8620871,1.0343443,2.4483854,0.06729161,5610,10.84,0.70665022,0.052101322
1300,GJ 806 c,2.28,447.29997,1.5949482,,12.0445,0.026001596,0.13171365,0.34010732,0.36447091,3600,5,1.1157279,0.48935435
1301,TOI-2134 c,7.27,267.9973,2.4004241,0.67,22.6202,0.19186687,0.34927711,0.85976665,0.4221411,4580,3.8,0.79257713,0.10902024
1302,Kepler-91 b,15.323,1906.8558,4.0989069,0.0519,1294.69,16.78804,3.2707559,8.0621919,0.059604068,4550,4.47,1.0964588,0.071556403
1303,K2-43 c,2.42,765.53491,1.6313053,,182.536,0.061376201,0.20158521,0.51430603,0.25015655,3840.6,,1.0996517,0.45440151
1304,K2-45 b,6.71,1110.9731,2.329107,0.1,495.317,0.18197009,0.34516757,0.86919642,0.12319641,4103,,0.80845592,0.12048523
1305,K2-24 b,5.4,710.79038,1.8757714,0.06,170.562,1.4387986,0.90841228,2.1493462,0.16066823,5625,5.1,0.6515775,0.1206625
1306,K2-240 c,1.8,358.96986,1.4700718,,72.9105,0.052966344,0.1873692,0.47876946,0.53302868,3810,,1.2006173,0.6670096
1307,K2-240 b,2,539.56159,1.5264338,,72.9105,0.052966344,0.1873692,0.47876946,0.31782103,3810,,1.165,0.5825
1308,K2-217 b,3.579,848.46688,1.8688488,,381.878,1.7060824,0.96906707,2.2723514,0.19836426,5967,,0.97585798,0.27266219
1309,K2-219 d,2.576,886.61525,1.6671842,,325.4,1.4157938,0.89429851,2.108351,0.23601744,5753,,1.0789997,0.41886632
1310,K2-229 c,2.03,734.322,3.23923,0,102.564,0.40831939,0.4925078,1.1768872,0.27224107,5315,5.4,5.1687738,2.546194
1311,K2-231 b,2.5,709.94729,1.6492423,,321.215,0.77268059,0.66295834,1.5654512,0.25183158,5695,3,1.088,0.4352
1312,HIP 79431 b,13.4,173.12616,7.0574138,0.29,14.5324,0.0282488,0.13793313,0.36334201,0.24596505,3191,,3.716947,0.2773841
1313,HIP 105854 b,12.6,740.19533,14.381701,0.02,78.6381,46.773514,5.4102582,13.200348,0.085409351,4780,,16.415344,1.3028051
1314,K2-186 b,3.172,539.69966,1.7932197,,330.739,1.1220185,0.79464659,1.8718648,0.26147757,5784,,1.0137569,0.31959549
1315,HD 7924 d,2.42,508.25596,1.6313053,0.21,16.9922,0.38547836,0.48453608,1.1680558,0.30876894,5075,0.88,1.0996517,0.45440151
1316,HIP 109384 b,13.5,195.02964,6.0602824,0.549,58.9582,0.47973345,0.53767511,1.2910323,0.33302785,5180,,2.7205202,0.20152001
1317,K2-111 b,1.82,1257.6313,1.7509809,0.1,200.394,1.9010783,1.0349254,2.4384468,0.26587049,5775,13.5,1.6845792,0.92559294
1318,HIP 5158 b,13.6,152.65559,5.7586252,0.52,51.6026,0.10990058,0.26012965,0.62988864,0.2050307,4962,6,2.4383651,0.17929155
1319,HD 8574 b,13.4,360.73571,6.9389389,0.3,44.8264,2.3768403,1.1370573,2.6604483,0.2481991,6064,5.6,3.5931995,0.26814922
1320,HD 86950 b,13,378.46412,9.3816023,0.17,209.839,36.307805,4.761619,11.60533,0.23264942,4805,,6.7703432,0.52079563
1321,HD 168863 b,12.7,57.539553,13.025948,0.187,39.8979,0.31550046,0.44190906,1.0725458,0.072987305,4905,,13.360262,1.0519891
1322,HD 181234 b,12.5,84.907991,15.442571,0.726,47.7458,0.79615935,0.68504847,1.6330324,0.093050599,5386,6.32,19.077841,1.5262273
1323,HD 190228 b,12.9,240.10234,11.132315,0.559,62.7146,4.9773708,1.7153201,4.0925893,0.39449919,5360,,9.6068559,0.74471751
1324,HD 90156 b,4.43,466.33887,2.0146193,0.31,21.9496,0.71944898,0.64334605,1.5233533,0.25262777,5599,4.4,0.91618301,0.20681332
1325,HD 95089 b,13.7,418.25816,5.4065775,0.119,136.957,13.489629,2.8878538,7.0052905,0.18620265,4918,2.5,2.1336555,0.15574128
1326,K2-108 b,5.33,1331.6022,3.3383327,0.18,477.295,2.5409727,1.2090511,2.8628635,0.14480908,5599,7.8,2.0908941,0.39228781
1327,HD 99109 b,14.3,218.88595,3.1272008,0.09,54.7901,0.67297666,0.63341212,1.5153327,0.35165644,5282,1,0.68387305,0.04782329
1328,Kepler-4 b,4.002,1462.5721,2.472841,0,487.916,2.2594358,1.1226887,2.6396154,0.17643535,5857,4.5,1.5279716,0.38180201
1329,NGTS-21 b,14.908,1215.8884,7.0932075,0,592.891,0.28906799,0.4274096,1.0483143,0.062801245,4660,10.02,3.3749391,0.22638443
1330,K2-148 d,1.64,516.0945,1.4249519,,124.458,0.10092529,0.25720636,0.64846231,0.34915497,4079,,1.2381023,0.75494044
1331,HD 85512 b,1.72,319.54611,1.4467285,0.11,11.281,0.1678804,0.32977812,0.82249717,0.64394749,4300,5.61,1.216874,0.70748488
1332,Kepler-1926 b,2.315,374.48522,1.6058747,0,667.405,0.22542392,0.3671043,0.879044,0.46318998,5256,,1.113967,0.48119526
1333,Kepler-1810 b,3.918,361.62375,1.9303862,0,1009.87,0.69502432,0.63625307,1.5115018,0.40089805,5492,4.5,0.95109521,0.24275018
1334,HD 96063 b,13.7,455.6671,5.4279898,0.17,140.065,12.705741,2.7892823,6.7384758,0.15503423,5020,9,2.1505893,0.15697732
1335,HD 98219 b,13.4,414.94903,6.8252064,0.079,113.704,11.194379,2.6298786,6.3776722,0.19147684,4925,4,3.4763763,0.25943106
1336,HIP 65407 b,14.3,543.34825,3.0842623,0.14,61.7804,0.65162839,0.61719152,1.4677127,0.11057774,5460,,0.66522197,0.046519019
1337,HD 160691 b,12.910853,243.84138,10.288525,0.128,15.5981,1.8967059,1.0338589,2.4360635,0.39184621,5773,5.7,8.1988184,0.63503304
1338,Kepler-1863 b,2.263,638.12279,1.5926255,0,865.546,2.5703958,1.1964394,2.8120267,0.27432687,5871,4.7,1.1208378,0.49528848
1339,HIP 54373 b,2.87,500.99334,1.7330564,0.2,18.7168,0.059979108,0.19854758,0.50201498,0.29121143,4021,,1.0465102,0.36463771
1340,HD 109246 b,13.9,469.2998,4.434445,0.12,67.8349,1.2589254,0.8386897,1.9725388,0.1461158,5844,,1.414698,0.10177683
1341,HIP 5158 c,12.2,66.384936,19.794359,0.14,51.6026,0.27478942,0.4140997,1.0089274,0.077672111,4813,6,32.116119,2.6324688
1342,HIP 57274 c,14.2,673.47551,3.0257114,0.05,25.8618,1.5488166,0.99010825,2.430623,0.084666819,4640,7.87,0.64471335,0.045402349
1343,HIP 71135 b,4.55,260.23516,2.0326997,0.21,32.3311,0.12359474,0.28416021,0.71405448,0.54575672,4146,,0.90810289,0.19958305
1344,OGLE-2014-BLG-0124L b,14.1,,3.8277492,,3500,,,,,,,1.0391251,0.073696815
1345,HR 810 b,13.3,306.84637,7.3652001,0.14,17.3181,1.7906059,0.98074256,2.2897784,0.34001897,6167,2.72,4.0786596,0.30666614
1346,HR 8799 c,13,60.521933,15.191091,0.5,41.2441,4.9203954,1.5381696,3.5447931,0.072886608,7204.58,0.06,17.751479,1.3654984
1347,K2-119 b,2.53,649.81364,1.6562255,0.07,365.581,0.20653802,0.36011802,0.88016302,0.2590503,4740,,1.0842225,0.42854646
1348,K2-122 b,1.16,697.48354,1.1926499,0.21,72.0444,0.079067863,0.22802411,0.57688858,0.31480665,4009,,1.2262188,1.0570852
1349,K2-118 b,2.54,371.67999,1.6589058,0.2,321.722,0.27478942,0.4156137,1.0164069,0.44846138,4726.29,,1.0834522,0.42655597
1350,K2-124 b,2.9,442.66752,1.7370208,0.08,140.385,0.021928049,0.12100646,0.31292582,0.33574739,3570,,1.0404281,0.3587683
1351,K2-137 b,0.64,1423.5926,15.757687,0,98.8765,0.032809529,0.14774486,0.3796613,0.27747224,3697,,387.97607,606.21262
1352,HIP 65407 c,13.9,406.78394,4.2339729,0.12,61.7804,0.65162839,0.61719152,1.4677127,0.19653111,5460,,1.2896782,0.092782602
1353,HIP 67522 b,10.07,1061.0788,2.6813564,0.059,127.28,1.7498467,0.99885341,2.359934,0.08946776,5675,0.017,0.71396944,0.07090064
1354,TOI-2570 b,13.641,1309.4455,4.3709936,0,361.857,1.1994993,0.82226809,1.9375993,0.067331293,5771,4.4,1.4006001,0.10267576
1355,TOI-2589 b,12.106,455.54416,9.585837,0.522,200.273,0.99083194,0.75587729,1.7908807,0.14819416,5579,11,7.5903083,0.6269873
1356,GJ 687 c,4.14,89.206138,1.9658927,0.4,4.54939,0.02128139,0.11944045,0.31127761,0.19159356,3413,,0.9335107,0.22548568
1357,Kepler-1872 b,2.384,882.82217,1.6230306,0,840.182,0.31188896,0.43256054,1.0370083,0.24504406,5223,,1.1049615,0.46349056
1358,K2-149 b,1.64,415.96871,1.4249519,,123.676,0.048977882,0.18037636,0.46240334,0.4403805,3745,,1.2381023,0.75494044
1359,Kepler-107 e,2.903,883.05626,2.2038703,0.1,525.997,2.3120648,1.1358953,2.6708683,0.22198703,5854,4.29,1.6731121,0.576339
1360,K2-133 b,1.34,608.39026,1.3270999,,75.1703,0.033189446,0.14869237,0.38289843,0.32717569,3655,,1.3143239,0.98083873
1361,K2-133 c,1.603,521.86097,1.4128896,,75.1703,0.033189446,0.14869237,0.38289843,0.34796423,3655,,1.2453257,0.7768719
1362,K2-271 b,7.28,891.97842,2.3961966,,564.454,0.89125094,0.71416317,1.6888108,0.11994508,5644,,0.78870306,0.10833833
1363,HD 73583 b,2.79,675.0888,1.9120444,0.09,31.5666,0.18030177,0.33943281,0.8381816,0.24316119,4511,0.48,1.3103634,0.46966431
1364,HATS-77 b,13.058,757.65526,5.782976,0.045,436.176,0.10185914,0.25844268,0.65183729,0.081865362,4071,12.1,2.5610975,0.19613245
1365,K2-370 b,3.207,1317.8394,1.8008071,,144.202,0.74644876,0.66364802,1.5824941,0.20324477,5377,,1.0111962,0.31530907
1366,Kepler-305 e,1.794,999.6852,1.4687378,0,868.477,0.37757219,0.48188668,1.1662969,0.27060503,4974,4.37,1.2024474,0.67026054
1367,GJ 367 b,0.699,1247.179,0.95161936,0.06,9.41263,0.028906799,0.1390212,0.36036882,0.28429496,3522,,1.2955356,1.8534129
1368,Kepler-424 b,9.98,1113.9697,5.7271809,0,698.646,0.70794578,0.64330948,1.5298226,0.089505491,5460,4.9,3.2866334,0.32932198
1369,Kepler-426 b,12.22,1187.032,2.9736981,0.18,843.695,0.81470428,0.67953212,1.6032517,0.074777868,5725,6,0.72363998,0.059217674
1370,K2-152 b,2.29,334.07276,1.5996725,,108.449,0.087096359,0.23913201,0.60394003,0.55366239,4044,,1.1174463,0.4879678
1371,K2-157 b,1,2280.9854,0.9859006,,298.373,0.616595,0.60050725,1.4282203,0.2931132,5456,,0.972,0.972
1372,HD 108874 c,13.8,155.56645,4.7749346,0.239,59.5175,0.99770006,0.75972618,1.8015264,0.19227076,5551,8,1.6521739,0.11972275
1373,K2-206 b,2.795,559.60703,1.7149245,,244.443,0.3672823,0.47370539,1.1433663,0.26999619,5043,,1.052224,0.37646654
1374,IC 4651 9122 b,12.7,456.67842,12.556421,0.18,859.324,43.251383,5.2112639,12.736774,0.15919618,4740.1,1.14,12.414465,0.9775169
1375,K2-153 b,2,468.0212,1.5264338,,143.125,0.042953643,0.1686256,0.43012118,0.36187516,3845,,1.165,0.5825
1376,K2-164 b,3.249,960.99801,1.8062509,,375.67,3.8904514,1.4790779,3.4834633,0.20608469,5791,,1.0041682,0.30906991
1377,BD-210397 c,12.9,62.789304,10.874821,0.43,23.7324,0.13489629,0.29755521,0.75122992,0.07374133,4051,4,9.1675762,0.71066482
1378,HIP 74890 b,13.3,353.67706,7.573162,0.07,78.6562,16.405898,3.1945028,7.7710459,0.2675757,4850,,4.3122392,0.32422851
1379,HD 160691 c,12.8978,146.30786,10.412736,0.0985,15.5981,1.8967059,1.0338589,2.4360635,0.1703014,5773,5.7,8.406478,0.65177609
1380,K2-407 c,1.36,824.5172,1.3339459,,218.376,0.74644876,0.65668202,1.5566112,0.29733453,5563,,1.308391,0.96205221
1381,HD 68988 b,13.4,1093.096,6.8356239,0.12,60.8447,1.6672472,0.9600199,2.253,0.069970662,5932,6,3.4869965,0.26022362
1382,HD 213240 b,12.8,234.4697,11.373922,0.42,40.8707,2.6853444,1.2148872,2.8479769,0.39173942,5979,4.6,10.106726,0.78958797
1383,K2-163 b,2.466,730.81197,1.6421555,,208.529,0.28773984,0.42140081,1.0214315,0.25114966,4937,,1.0935421,0.44344772
1384,K2-17 b,2.23,415.13476,1.58468,0.18,125.106,0.10069317,0.25524826,0.63600109,0.40084163,4320,,1.1261035,0.50497914
